epoch,lr,step,test_acc,test_acc_top5,test_ece,test_loss,train_acc_epoch,train_acc_step,train_acc_top5_epoch,train_acc_top5_step,train_ece_epoch,train_ece_step,train_loss_epoch,train_loss_step,val_acc,val_acc_top5,val_ece,val_loss
0,,40,,,,,0.33943089842796326,,0.5005081295967102,,0.3286181688308716,,4.465981960296631,,,,,
1,0.20579999685287476,49,,,,,,0.8333333134651184,,0.9583333134651184,,0.8140317797660828,,4.024974822998047,,,,
1,,49,0.7262142300605774,0.8745081424713135,0.7042450308799744,3.930363178253174,,,,,,,,,0.8500000238418579,0.9449999928474426,0.829251229763031,3.9443345069885254
1,,81,,,,,0.7520325183868408,,0.9034552574157715,,0.7302904725074768,,3.954575777053833,,,,,
2,0.415800005197525,99,,,,,,0.7083333134651184,,0.875,,0.6762397289276123,,3.6183958053588867,,,,
2,,99,0.7381891012191772,0.9122374653816223,0.6924281120300293,3.3652749061584473,,,,,,,,,0.9049999713897705,0.9850000143051147,0.8603532314300537,3.286085605621338
2,,122,,,,,0.8048780560493469,,0.9415650367736816,,0.7669316530227661,,3.4700162410736084,,,,,
3,0.6258000135421753,149,,,,,,0.7083333134651184,,0.9583333134651184,,0.6257157325744629,,2.9057793617248535,,,,
3,,149,0.7624671459197998,0.9114171266555786,0.6701319217681885,2.810126304626465,,,,,,,,,0.9100000262260437,0.9900000095367432,0.8237643241882324,2.7156572341918945
3,,163,,,,,0.8424796462059021,,0.9593495726585388,,0.7783306837081909,,3.021589994430542,,,,,
4,0.8357999920845032,199,,,,,,0.875,,1.0,,0.7580606341362,,2.4417824745178223,,,,
4,,199,0.7864174246788025,0.9212598204612732,0.6485974192619324,2.407148599624634,,,,,,,,,0.9300000071525574,0.9950000047683716,0.785037100315094,2.212104082107544
4,,204,,,,,0.8658536672592163,,0.9735772609710693,,0.7660030126571655,,2.6205027103424072,,,,,
5,,245,,,,,0.8826219439506531,,0.9756097793579102,,0.7372827529907227,,2.2621798515319824,,,,,
6,1.045799970626831,249,,,,,,0.7916666865348816,,0.9583333134651184,,0.632478654384613,,2.2434709072113037,,,,
6,,249,0.8042977452278137,0.916338324546814,0.6066839694976807,2.0702834129333496,,,,,,,,,0.9449999928474426,1.0,0.7242295145988464,1.7971163988113403
6,,286,,,,,0.9019308686256409,,0.9832317233085632,,0.7042906284332275,,1.9499847888946533,,,,,
7,1.2558000087738037,299,,,,,,0.875,,1.0,,0.6672075390815735,,1.8465598821640015,,,,
7,,299,0.817093014717102,0.9278210997581482,0.5555118322372437,1.7666226625442505,,,,,,,,,0.9399999976158142,1.0,0.6349465847015381,1.4441126585006714
7,,327,,,,,0.9075203537940979,,0.9862805008888245,,0.6479424834251404,,1.6608729362487793,,,,,
8,1.4658000469207764,349,,,,,,0.875,,1.0,,0.5285130143165588,,1.4058053493499756,,,,
8,,349,0.8320212960243225,0.9453737735748291,0.495525598526001,1.489091396331787,,,,,,,,,0.9449999928474426,1.0,0.5457590818405151,1.1324995756149292
8,,368,,,,,0.920223593711853,,0.9913617968559265,,0.5928893685340881,,1.3932853937149048,,,,,
9,1.6757999658584595,399,,,,,,0.9166666865348816,,1.0,,0.5212330222129822,,1.1097724437713623,,,,
9,,399,0.8433399200439453,0.9507871866226196,0.43034425377845764,1.2533000707626343,,,,,,,,,0.9800000190734863,1.0,0.48865967988967896,0.8712741136550903
9,,409,,,,,0.9319105744361877,,0.9933943152427673,,0.5342957973480225,,1.1571526527404785,,,,,
10,1.8858000040054321,449,,,,,,0.9583333134651184,,1.0,,0.3927404284477234,,0.7401742935180664,,,,
10,,449,0.8515422940254211,0.9568566679954529,0.37600162625312805,1.0732982158660889,,,,,,,,,0.9800000190734863,1.0,0.3945237994194031,0.6528037786483765
10,,450,,,,,0.9405487775802612,,0.9959349632263184,,0.46851974725723267,,0.9513996839523315,,,,,
11,,491,,,,,0.9496951103210449,,0.997459352016449,,0.4061947762966156,,0.7766650915145874,,,,,
12,2.0957999229431152,499,,,,,,0.875,,1.0,,0.3215177655220032,,0.8606877326965332,,,,
