epoch,lr,step,test_acc,test_acc_top5,test_loss,train_acc_epoch,train_acc_step,train_acc_top5_epoch,train_acc_top5_step,train_loss_epoch,train_loss_step,val_acc,val_acc_top5,val_loss
19,,819,,,,0.7799796462059021,,0.952235758304596,,1.0735406875610352,,,,
20,,839,0.7332066893577576,0.9483517408370972,1.1320500373840332,,,,,,,0.8349999785423279,0.9750000238418579,0.8074461221694946
20,0.09769894927740097,849,,,,,0.7083333134651184,,0.875,,1.0958707332611084,,,
20,,860,,,,0.7931910753250122,,0.9466463327407837,,1.032465934753418,,,,
21,,869,0.7408113479614258,0.95009446144104,1.1018518209457397,,,,,,,0.8399999737739563,0.9700000286102295,0.7758341431617737
21,0.09699953347444534,899,,,,,0.6666666865348816,,0.9166666865348816,,1.2292590141296387,,,
21,,899,0.7482572793960571,0.9505699872970581,1.0689635276794434,,,,,,,0.8550000190734863,0.9700000286102295,0.7399508953094482
21,,901,,,,0.792682945728302,,0.9552845358848572,,0.9719303250312805,,,,
22,,929,0.7485743165016174,0.9504114985466003,1.0533791780471802,,,,,,,0.8500000238418579,0.9850000143051147,0.7209374308586121
22,,942,,,,0.7942073345184326,,0.9512194991111755,,0.9715638756752014,,,,
23,0.09621065855026245,949,,,,,0.7916666865348816,,0.9583333134651184,,0.9688898921012878,,,
23,,959,0.7601395845413208,0.9532632827758789,1.0208121538162231,,,,,,,0.8650000095367432,0.9800000190734863,0.6869708895683289
23,,983,,,,0.7982723712921143,,0.9608739614486694,,0.8991045355796814,,,,
24,,989,0.7536440491676331,0.9507284164428711,1.0184584856033325,,,,,,,0.875,0.9800000190734863,0.6731730103492737
24,0.09533381462097168,999,,,,,0.7916666865348816,,0.875,,1.2712581157684326,,,
24,,1019,0.7658427357673645,0.9570655226707458,0.9814624786376953,,,,,,,0.8700000047683716,0.9900000095367432,0.6337107419967651
24,,1024,,,,0.8165650367736816,,0.959857702255249,,0.8575142621994019,,,,
25,0.09437067061662674,1049,,,,,0.7916666865348816,,0.9166666865348816,,1.001230001449585,,,
25,,1049,0.7723384499549866,0.9594418406486511,0.9569778442382812,,,,,,,0.8650000095367432,0.9900000095367432,0.6268935203552246
25,,1065,,,,0.8140243887901306,,0.9644308686256409,,0.8364274501800537,,,,
26,,1079,0.7669519186019897,0.9581745266914368,0.9517619609832764,,,,,,,0.8799999952316284,0.9900000095367432,0.6027340292930603
26,0.09332306683063507,1099,,,,,0.5833333134651184,,0.9166666865348816,,1.4524105787277222,,,
26,,1106,,,,0.815040647983551,,0.9695122241973877,,0.8084696531295776,,,,
27,,1109,0.7759823799133301,0.9599171280860901,0.9244536757469177,,,,,,,0.8700000047683716,0.9900000095367432,0.5850760340690613
27,,1139,0.7774083018302917,0.9600756168365479,0.9102561473846436,,,,,,,0.875,0.9950000047683716,0.5660938024520874
27,,1147,,,,0.8267276287078857,,0.9664633870124817,,0.7901192307472229,,,,
28,0.09219300001859665,1149,,,,,0.7083333134651184,,1.0,,0.8105208873748779,,,
28,,1169,0.7832704186439514,0.9600756168365479,0.8948701024055481,,,,,,,0.8600000143051147,0.9850000143051147,0.5663401484489441
28,,1188,,,,0.8282520174980164,,0.9715447425842285,,0.741814374923706,,,,
29,0.09098261594772339,1199,,,,,0.8333333134651184,,1.0,,0.8034286499023438,,,
29,,1199,0.7774080634117126,0.9586498737335205,0.8940102458000183,,,,,,,0.9049999713897705,0.9950000047683716,0.5427648425102234
29,,1229,0.7791508436203003,0.9605507850646973,0.881453275680542,,,,,,,0.8849999904632568,0.9950000047683716,0.5277785658836365
29,,1229,,,,0.8445122241973877,,0.9669715166091919,,0.7570648193359375,,,,
30,0.08969421684741974,1249,,,,,0.7916666865348816,,1.0,,0.7782433032989502,,,
30,,1259,0.7831115126609802,0.9611846804618835,0.8702291250228882,,,,,,,0.8799999952316284,0.9850000143051147,0.5316038131713867
30,,1270,,,,0.8358739614486694,,0.9659552574157715,,0.7333653569221497,,,,
31,,1289,0.7846959829330444,0.9619768857955933,0.8526083827018738,,,,,,,0.8949999809265137,0.9900000095367432,0.5054189562797546
31,0.08833025395870209,1299,,,,,0.8333333134651184,,0.9583333134651184,,0.7923569679260254,,,
31,,1311,,,,0.8343495726585388,,0.9634146094322205,,0.7232900261878967,,,,
32,,1319,0.7856464982032776,0.9624520540237427,0.8480590581893921,,,,,,,0.8799999952316284,0.9900000095367432,0.4995362162590027
32,0.08689332753419876,1349,,,,,0.875,,0.9583333134651184,,0.6198722124099731,,,
32,,1349,0.7897655367851257,0.9634026288986206,0.8261994123458862,,,,,,,0.8899999856948853,0.9950000047683716,0.4863086938858032
32,,1352,,,,0.8363820910453796,,0.9695122241973877,,0.7051326036453247,,,,
33,,1379,0.7926170825958252,0.9627689123153687,0.8242429494857788,,,,,,,0.8849999904632568,0.9850000143051147,0.4744046926498413
33,,1393,,,,0.8450203537940979,,0.977642297744751,,0.668123722076416,,,,
34,0.08538617938756943,1399,,,,,0.8333333134651184,,0.9166666865348816,,0.7568506002426147,,,
34,,1409,0.7965781688690186,0.9627687931060791,0.806047260761261,,,,,,,0.8949999809265137,0.9900000095367432,0.4589504301548004
34,,1434,,,,0.8607723712921143,,0.9695122241973877,,0.6491189002990723,,,,
35,,1439,0.7986374497413635,0.9645115733146667,0.7940915822982788,,,,,,,0.9100000262260437,0.9950000047683716,0.4403041899204254
35,0.0838116705417633,1449,,,,,0.8333333134651184,,0.9166666865348816,,0.7482191920280457,,,
35,,1469,0.7965778112411499,0.9653037786483765,0.7939775586128235,,,,,,,0.9150000214576721,0.9950000047683716,0.428508460521698
35,,1475,,,,0.8582317233085632,,0.9730691313743591,,0.631350576877594,,,,
36,0.08217279613018036,1499,,,,,0.8333333134651184,,1.0,,0.4520007073879242,,,
36,,1499,0.7962609529495239,0.9664125442504883,0.7838603258132935,,,,,,,0.9200000166893005,0.9900000095367432,0.42521044611930847
36,,1516,,,,0.8668699264526367,,0.9725610017776489,,0.6093162894248962,,,,
37,,1529,0.7995878458023071,0.9668880105018616,0.7775054574012756,,,,,,,0.9300000071525574,0.9900000095367432,0.4087565541267395
37,0.0804726779460907,1549,,,,,0.8333333134651184,,1.0,,0.5862182378768921,,,
37,,1557,,,,0.8424796462059021,,0.9705284833908081,,0.6410359740257263,,,,
38,,1559,0.7976868748664856,0.9657792448997498,0.7747706770896912,,,,,,,0.9200000166893005,0.9950000047683716,0.4092141091823578
38,,1589,0.8022812008857727,0.9662542939186096,0.7564566135406494,,,,,,,0.9399999976158142,0.9950000047683716,0.39070022106170654
38,,1598,,,,0.8648374080657959,,0.9705284833908081,,0.6150956749916077,,,,
39,0.07871454954147339,1599,,,,,0.9583333134651184,,1.0,,0.3515060842037201,,,
39,,1619,0.8005387783050537,0.9664126038551331,0.7616142630577087,,,,,,,0.9200000166893005,0.9950000047683716,0.39150238037109375
39,,1639,,,,0.8658536672592163,,0.9806910753250122,,0.6029115915298462,,,,
40,0.07690177112817764,1649,,,,,0.7916666865348816,,1.0,,0.7356516718864441,,,
40,,1649,0.8044993281364441,0.9672044515609741,0.7539175152778625,,,,,,,0.9399999976158142,0.9950000047683716,0.3796147406101227
40,,1679,0.8049746751785278,0.967680037021637,0.7392569780349731,,,,,,,0.949999988079071,0.9950000047683716,0.3641924262046814
40,,1680,,,,0.8561992049217224,,0.9745935201644897,,0.5802401900291443,,,,
41,0.07503777742385864,1699,,,,,0.9583333134651184,,0.9583333134651184,,0.48216795921325684,,,
41,,1709,0.8051333427429199,0.9676799774169922,0.7395870685577393,,,,,,,0.9449999928474426,0.9950000047683716,0.36214306950569153
41,,1721,,,,0.8714430928230286,,0.9756097793579102,,0.5735446810722351,,,,
42,,1739,0.8098861575126648,0.9705317616462708,0.7294516563415527,,,,,,,0.9549999833106995,0.9950000047683716,0.34986412525177
42,0.07312612235546112,1749,,,,,0.7916666865348816,,0.9583333134651184,,0.7082948684692383,,,
42,,1762,,,,0.8704268336296082,,0.9766260385513306,,0.5614457726478577,,,,
43,,1769,0.8079847097396851,0.9681554436683655,0.7276825308799744,,,,,,,0.9350000023841858,0.9950000047683716,0.3451792001724243
43,0.07117044925689697,1799,,,,,0.9166666865348816,,1.0,,0.3617061972618103,,,
43,,1799,0.8092523217201233,0.9679968953132629,0.7235243320465088,,,,,,,0.949999988079071,0.9950000047683716,0.34168556332588196
43,,1803,,,,0.8816056847572327,,0.9735772609710693,,0.5459884405136108,,,,
44,,1829,0.807192862033844,0.9691058993339539,0.7191111445426941,,,,,,,0.9399999976158142,0.9950000047683716,0.33959725499153137
44,,1844,,,,0.875,,0.9756097793579102,,0.5493485927581787,,,,
45,0.06917447596788406,1849,,,,,0.9166666865348816,,1.0,,0.4869266748428345,,,
45,,1859,0.8081433773040771,0.9697394967079163,0.7147049307823181,,,,,,,0.949999988079071,0.9950000047683716,0.3164291977882385
45,,1885,,,,0.880081295967102,,0.9817073345184326,,0.5282354950904846,,,,
46,,1889,0.8071926236152649,0.9702149629592896,0.710838258266449,,,,,,,0.9350000023841858,0.9950000047683716,0.3273864984512329
46,0.06714200228452682,1899,,,,,0.8333333134651184,,0.9583333134651184,,0.5675894021987915,,,
46,,1919,0.8098859786987305,0.9695809483528137,0.7044177651405334,,,,,,,0.949999988079071,0.9950000047683716,0.31780919432640076
46,,1926,,,,0.8912601470947266,,0.9857723712921143,,0.4941805899143219,,,,
47,0.06507689505815506,1949,,,,,0.8333333134651184,,1.0,,0.6301552057266235,,,
47,,1949,0.811628520488739,0.9692640900611877,0.701031506061554,,,,,,,0.9449999928474426,0.9950000047683716,0.3098255693912506
47,,1967,,,,0.8887194991111755,,0.9837398529052734,,0.4977513551712036,,,,
48,,1979,0.8100443482398987,0.9713239073753357,0.701023280620575,,,,,,,0.949999988079071,0.9950000047683716,0.30901286005973816
48,0.06298309564590454,1999,,,,,0.9583333134651184,,1.0,,0.37706124782562256,,,
48,,2008,,,,0.8871951103210449,,0.9781504273414612,,0.5037523508071899,,,,
49,,2009,0.816381573677063,0.9706901907920837,0.685099184513092,,,,,,,0.9549999833106995,0.9950000047683716,0.300332635641098
49,,2039,0.8128960132598877,0.9708486199378967,0.6893367767333984,,,,,,,0.949999988079071,0.9950000047683716,0.2878369987010956
49,0.06086457520723343,2049,,,,,0.9583333134651184,,1.0,,0.3239184021949768,,,
49,,2049,,,,0.9090447425842285,,0.9832317233085632,,0.45571574568748474,,,,
50,,2069,0.8168566823005676,0.9713242053985596,0.6723914742469788,,,,,,,0.9549999833106995,0.9950000047683716,0.2774297595024109
50,,2090,,,,0.8826219439506531,,0.980182945728302,,0.504487156867981,,,,
51,0.058725375682115555,2099,,,,,1.0,,1.0,,0.2573534846305847,,,
51,,2099,0.8170155882835388,0.9729082584381104,0.6703181862831116,,,,,,,0.9649999737739563,0.9950000047683716,0.27599117159843445
51,,2129,0.8185995221138,0.9714823961257935,0.6666092872619629,,,,,,,0.9649999737739563,0.9950000047683716,0.2675536870956421
51,,2131,,,,0.8993902206420898,,0.982723593711853,,0.46354958415031433,,,,
52,0.05656956881284714,2149,,,,,0.9166666865348816,,1.0,,0.393934428691864,,,
52,,2159,0.8197088837623596,0.9717991352081299,0.6713118553161621,,,,,,,0.949999988079071,0.9950000047683716,0.2828686833381653
52,,2172,,,,0.8861788511276245,,0.9806910753250122,,0.49821439385414124,,,,
53,,2189,0.8217681050300598,0.9730667471885681,0.656754732131958,,,,,,,0.9599999785423279,0.9950000047683716,0.25994494557380676
53,0.054401252418756485,2199,,,,,0.9583333134651184,,1.0,,0.3568112850189209,,,
53,,2213,,,,0.9004064798355103,,0.9822154641151428,,0.4456794857978821,,,,
54,,2219,0.8216095566749573,0.9717991948127747,0.6614430546760559,,,,,,,0.9599999785423279,0.9950000047683716,0.26674607396125793
54,0.05222456157207489,2249,,,,,0.8333333134651184,,1.0,,0.4780704379081726,,,
54,,2249,0.8179659247398376,0.9710071086883545,0.6647503972053528,,,,,,,0.9649999737739563,0.9950000047683716,0.25328341126441956
54,,2254,,,,0.8851625919342041,,0.9771341681480408,,0.49424466490745544,,,,
55,,2279,0.8201836347579956,0.9729081392288208,0.6560414433479309,,,,,,,0.9599999785423279,0.9950000047683716,0.24847665429115295
55,,2295,,,,0.9065040946006775,,0.982723593711853,,0.4337136447429657,,,,
56,0.050043635070323944,2299,,,,,0.9166666865348816,,0.9583333134651184,,0.47362908720970154,,,
56,,2309,0.8233522772789001,0.9732250571250916,0.6446080803871155,,,,,,,0.9750000238418579,0.9950000047683716,0.2417079508304596
56,,2336,,,,0.9095528721809387,,0.9867886304855347,,0.41135090589523315,,,,
57,,2339,0.8227187991142273,0.9732248783111572,0.650456964969635,,,,,,,0.9649999737739563,0.9950000047683716,0.24849647283554077
57,0.04786262288689613,2349,,,,,0.9166666865348816,,1.0,,0.39166614413261414,,,
57,,2369,0.8231936693191528,0.9730663895606995,0.6491288542747498,,,,,,,0.9649999737739563,0.9950000047683716,0.23704202473163605
57,,2377,,,,0.8927845358848572,,0.982723593711853,,0.43911445140838623,,,,
58,0.04568568244576454,2399,,,,,0.9583333134651184,,0.9583333134651184,,0.4324984550476074,,,
58,,2399,0.8184409141540527,0.970373272895813,0.6556578278541565,,,,,,,0.9549999833106995,0.9950000047683716,0.2456541806459427
58,,2418,,,,0.9136179089546204,,0.9781504273414612,,0.43368807435035706,,,,
59,,2429,0.8255704045295715,0.9724326133728027,0.637592077255249,,,,,,,0.9700000286102295,0.9950000047683716,0.23253147304058075
59,0.04351695254445076,2449,,,,,0.8333333134651184,,1.0,,0.5607376098632812,,,
59,,2459,0.8268377184867859,0.9721158146858215,0.6372148990631104,,,,,,,0.9649999737739563,1.0,0.223508819937706
59,,2459,,,,0.9065040946006775,,0.9837398529052734,,0.436666876077652,,,,
60,,2489,0.8211345672607422,0.9721159338951111,0.6424804925918579,,,,,,,0.9750000238418579,0.9950000047683716,0.22060614824295044
60,0.04136056452989578,2499,,,,,0.8333333134651184,,1.0,,0.5007938742637634,,,
60,,2500,,,,0.9044715166091919,,0.9822154641151428,,0.4285535514354706,,,,
61,,2519,0.830025622844696,0.9725913405418396,0.6442722678184509,,,,,,,0.9700000286102295,0.9950000047683716,0.21565721929073334
61,,2541,,,,0.9029471278190613,,0.9872967600822449,,0.41605010628700256,,,,
62,0.039220623672008514,2549,,,,,0.7916666865348816,,0.9166666865348816,,1.0004796981811523,,,
62,,2549,0.8325602507591248,0.9724329113960266,0.6397071480751038,,,,,,,0.9750000238418579,0.9950000047683716,0.21555308997631073
62,,2579,0.8333523964881897,0.9713238477706909,0.6270526051521301,,,,,,,0.9750000238418579,0.9950000047683716,0.2128809541463852
62,,2582,,,,0.9090447425842285,,0.9832317233085632,,0.4147711396217346,,,,
63,0.037101197987794876,2599,,,,,0.8333333134651184,,0.9583333134651184,,0.5387763977050781,,,
63,,2609,0.8344612216949463,0.9710071682929993,0.6276962161064148,,,,,,,0.9700000286102295,1.0,0.2156318873167038
63,,2623,,,,0.9059959053993225,,0.9822154641151428,,0.404293030500412,,,,
64,,2639,0.8400063610076904,0.973700225353241,0.6176540851593018,,,,,,,0.9700000286102295,1.0,0.20516707003116608
64,0.0350063294172287,2649,,,,,0.8333333134651184,,1.0,,0.6325857639312744,,,
64,,2664,,,,0.9217479825019836,,0.9878048896789551,,0.36294716596603394,,,,
65,,2669,0.835570285320282,0.9721159338951111,0.6214635372161865,,,,,,,0.9750000238418579,0.9950000047683716,0.20107999444007874
65,0.03294000029563904,2699,,,,,0.875,,1.0,,0.43997400999069214,,,
65,,2699,0.8412738537788391,0.9748094081878662,0.6183840036392212,,,,,,,0.9750000238418579,1.0,0.1881903111934662
65,,2705,,,,0.8882113695144653,,0.9857723712921143,,0.4253152012825012,,,,
66,,2729,0.8322242498397827,0.9746508002281189,0.6089518666267395,,,,,,,0.9750000238418579,1.0,0.18506327271461487
66,,2746,,,,0.9263211488723755,,0.9913617968559265,,0.35243359208106995,,,,
67,0.03090614825487137,2749,,,,,0.7916666865348816,,0.9583333134651184,,0.8326267004013062,,,
67,,2759,0.8398479318618774,0.9756014943122864,0.6102520823478699,,,,,,,0.9750000238418579,1.0,0.18711769580841064
67,,2787,,,,0.9100610017776489,,0.9862805008888245,,0.3792038559913635,,,,
68,,2789,0.8347782588005066,0.9733833074569702,0.6153868436813354,,,,,,,0.9800000190734863,1.0,0.18104654550552368
68,0.028908640146255493,2799,,,,,0.8333333134651184,,1.0,,0.38917791843414307,,,
68,,2819,0.8296896815299988,0.9751262068748474,0.6065918207168579,,,,,,,0.9750000238418579,1.0,0.17755289375782013
68,,2828,,,,0.9192073345184326,,0.9883130192756653,,0.361540287733078,,,,
69,0.02695128135383129,2849,,,,,0.9166666865348816,,1.0,,0.4215204119682312,,,
69,,2849,0.8298476338386536,0.9757599830627441,0.6131013035774231,,,,,,,0.9750000238418579,1.0,0.18757151067256927
69,,2869,,,,0.917682945728302,,0.9847561120986938,,0.3726765513420105,,,,
70,,2879,0.8303231000900269,0.9744924306869507,0.6036059260368347,,,,,,,0.9750000238418579,1.0,0.17418172955513
70,0.025037797167897224,2899,,,,,0.8333333134651184,,0.9583333134651184,,0.5599145293235779,,,
70,,2909,0.8271545767784119,0.9748091697692871,0.605298638343811,,,,,,,0.9750000238418579,1.0,0.1711854189634323
70,,2910,,,,0.9197154641151428,,0.9918699264526367,,0.3582887351512909,,,,
71,,2939,0.8282634615898132,0.9735417366027832,0.603187084197998,,,,,,,0.9750000238418579,1.0,0.1705865114927292
71,0.02317182905972004,2949,,,,,0.8333333134651184,,0.9583333134651184,,0.46969717741012573,,,
71,,2951,,,,0.9268292784690857,,0.9872967600822449,,0.34907445311546326,,,,
72,,2969,0.8319070935249329,0.976235032081604,0.5959419012069702,,,,,,,0.9700000286102295,1.0,0.170400008559227
72,,2992,,,,0.922764241695404,,0.9878048896789551,,0.34502866864204407,,,,
73,0.02135693095624447,2999,,,,,0.9166666865348816,,0.9583333134651184,,0.42496663331985474,,,
73,,2999,0.8303229808807373,0.9765519499778748,0.5905357599258423,,,,,,,0.9750000238418579,1.0,0.16553932428359985
73,,3029,0.8290555477142334,0.9759183526039124,0.5898052453994751,,,,,,,0.9750000238418579,1.0,0.16539841890335083
73,,3033,,,,0.9258130192756653,,0.9898374080657959,,0.3349938690662384,,,,
74,0.019596556201577187,3049,,,,,0.9583333134651184,,1.0,,0.2333032488822937,,,
74,,3059,0.8322244882583618,0.9786115884780884,0.5854364633560181,,,,,,,0.9800000190734863,1.0,0.15840394794940948
74,,3074,,,,0.9273374080657959,,0.9862805008888245,,0.331407755613327,,,,
75,,3089,0.8284217715263367,0.9746509194374084,0.5928424000740051,,,,,,,0.9750000238418579,1.0,0.15833400189876556
75,0.01789405755698681,3099,,,,,0.9583333134651184,,1.0,,0.3242676556110382,,,
75,,3115,,,,0.9100610017776489,,0.9837398529052734,,0.37082114815711975,,,,
76,,3119,0.8336499929428101,0.9760765433311462,0.5822470188140869,,,,,,,0.9750000238418579,1.0,0.15665753185749054
76,0.0162526722997427,3149,,,,,0.875,,1.0,,0.4121547341346741,,,
76,,3149,0.8287386298179626,0.9752845764160156,0.589267373085022,,,,,,,0.9850000143051147,1.0,0.15720681846141815
76,,3156,,,,0.9217479825019836,,0.9832317233085632,,0.34644320607185364,,,,
77,,3179,0.8312734961509705,0.9748092889785767,0.5901543498039246,,,,,,,0.9850000143051147,1.0,0.15055178105831146
77,,3197,,,,0.9303861856460571,,0.9928861856460571,,0.30697816610336304,,,,
78,0.014675527811050415,3199,,,,,0.9166666865348816,,1.0,,0.4088152348995209,,,
78,,3209,0.8306396007537842,0.9752844572067261,0.5873566269874573,,,,,,,0.9800000190734863,1.0,0.15160143375396729
78,,3238,,,,0.9242886304855347,,0.9872967600822449,,0.3305034041404724,,,,
79,,3239,0.8273128867149353,0.9754430055618286,0.5909250974655151,,,,,,,0.9850000143051147,1.0,0.14517083764076233
79,0.013165625743567944,3249,,,,,1.0,,1.0,,0.19758468866348267,,,
79,,3269,0.8304812908172607,0.9757599830627441,0.5876627564430237,,,,,,,0.9750000238418579,1.0,0.14934054017066956
79,,3279,,,,0.9364837408065796,,0.9893292784690857,,0.30467841029167175,,,,
80,0.011725839227437973,3299,,,,,0.875,,0.9583333134651184,,0.6124634742736816,,,
80,,3299,0.8295308947563171,0.9748094081878662,0.5861654281616211,,,,,,,0.9850000143051147,1.0,0.1390180140733719
80,,3320,,,,0.9354674816131592,,0.985264241695404,,0.31245100498199463,,,,
81,,3329,0.8303229808807373,0.9743338823318481,0.5835149884223938,,,,,,,0.9750000238418579,1.0,0.15173578262329102
81,0.010358910076320171,3349,,,,,0.9583333134651184,,0.9583333134651184,,0.429940402507782,,,
81,,3359,0.833333432674408,0.9760767817497253,0.5701615810394287,,,,,,,0.9850000143051147,1.0,0.13485147058963776
81,,3361,,,,0.9369918704032898,,0.9933943152427673,,0.2952047884464264,,,,
82,,3389,0.8301647901535034,0.9754431247711182,0.5760384202003479,,,,,,,0.9800000190734863,1.0,0.13478754460811615
82,0.009067440405488014,3399,,,,,0.9166666865348816,,0.9583333134651184,,0.3454528748989105,,,
82,,3402,,,,0.9329268336296082,,0.9913617968559265,,0.2976946532726288,,,,
